user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
3566,0,Emanuela,female,,Sosnowiec,204013,Moryń,1620,"Market-oriented skilled forestry, fishery and hunting workers",,8,138,In relationship,4,Mastercard
3567,1,Honorata,female,,Warszawa,1764615,Warszawa,1764615,Administrative and commercial managers,Homebrewing,20,275,In relationship,5,Mastercard
3568,0,Alina,female,2000-07-24,Elbląg,120895,Elbląg,120895,Street and related sales and service workers,"Squash,Rock climbing,Skydiving,Baseball",64,21,Single,3,Visa
3569,0,Cecylia,female,1970-08-21,Kraków,767348,Chorzów,109021,"Food processing, wood working, garment and other craft and related trades workers","Metal detecting,Mushroom hunting",73,307,,5,Visa
3570,0,Genowefa,female,1979-03-21,Zambrów,22173,Piaseczno,47660,Non-commissioned armed forces officers,"Crossfit,Drama,Scouting,Gardening",94,112,Married with kids,3,
3571,1,Iwo,male,1998-06-04,Warszawa,1764615,Pruszków,61237,Assemblers,"Gym,Brazilian jiu-jitsu,Quilting",60,233,In relationship,5,Mastercard
3572,0,Elżbieta,female,1994-01-11,Słupsk,91465,Słupsk,91465,"Labourers in mining, construction, manufacturing and transport",,43,111,Single,2,Visa
3573,0,Idalia,female,1979-12-17,Warszawa,1764615,Tarnów,109650,Sales workers,"Horseback riding,Polo,Vehicle restoration",83,195,Married,4,Mastercard
3574,0,Emilian,male,,Olsztyn,173070,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers",Lacemaking,74,197,In relationship,2,Mastercard
3575,0,Adrian,,1990-05-23,Lublin,339850,Lublin,339850,"Legal, social, cultural and related associate professionals","Squash,Foraging",16,291,Married,3,Visa
3576,0,Adrian,male,1981-08-24,Bydgoszcz,352313,Będzin,57343,Handicraft and printing workers,"Lockpicking,Scouting",12,196,Married,5,Mastercard
3577,0,Bernardyna,female,1965-07-06,Zabrze,174349,Gorzów Wielkopolski,124295,Customer services clerks,"Kettleballs,Vacation,Sailing",3,433,Married with kids,,Visa
3578,0,Filip,male,1971-11-21,Rzepin,6590,Szydłowiec,11854,Business and administration professionals,"Fitness,Backpacking,Nordic skating,Board sports",53,0,Married,3,Mastercard
3579,0,Edwin,male,,Wałbrzych,113621,Tarczyn,4105,Non-commissioned armed forces officers,"Lapidary,Nordic skating",64,37,In relationship,3,
3580,1,Bogumił,male,1990-04-21,Warszawa,1764615,Warszawa,1764615,Other clerical support workers,"Fitness,Creative writing,LARPing,Ghost hunting",87,213,In relationship,4,Visa
3581,0,Honorata,female,1995-04-08,Nowy Dwór Mazowiecki,28637,Bytom,168394,"Agricultural, forestry and fishery labourers","Basketball,Taxidermy",39,211,Married with kids,2,Visa
3582,0,Angelika,,1985-05-11,Jaworzno,92090,Jaworzno,92090,Administrative and commercial managers,Sports,,159,Divorced,2,Visa
3583,0,Dawid,male,1980-07-11,Brusy,5209,Wejherowo,49927,Drivers and mobile plant operators,"Bodybuilding,LARPing",88,268,Single,2,Visa
3584,0,Iwona,female,2000-05-26,Ząbki,35770,Gołdap,13740,Sales workers,,89,364,In relationship,6,Mastercard
3585,0,Daria,female,1976-03-15,Wolsztyn,13328,Wolsztyn,13328,"Legal, social and cultural professionals","amateur radio,Flying",13,338,Married with kids,3,Visa
3586,0,Emil,male,1977-12-23,Wrocław,638586,Legionowo,54041,"Labourers in mining, construction, manufacturing and transport","Kettleballs,Weightlifting,Do it yourself",26,274,In relationship,3,Visa
3587,0,Izabela,female,1985-11-26,Zawiercie,49908,Zawiercie,49908,Commissioned armed forces officers,,96,46,In relationship,6,Visa
3588,0,,male,1985-11-29,Poznań,538633,Poznań,538633,Information and communications technicians,Skydiving,22,363,,4,Visa
3589,0,Adalbert,male,,Zamość,64354,Zamość,64354,"Legal, social, cultural and related associate professionals","Creative writing,role-playing games,Dance",,33,In relationship,2,Mastercard
3590,0,Faustyna,,1974-06-29,Tychy,128211,Stargard,68195,"Hospitality, retail and other services managers","Badminton,Hiking,Ghost hunting,Drama",41,243,Married with kids,6,Mastercard
3591,1,Jadwiga,female,1971-01-18,Kętrzyn,27478,Kętrzyn,27478,Commissioned armed forces officers,"Stretching,Weightlifting,Gym,Mushroom hunting,Water sports",28,188,In relationship,6,Visa
3592,0,Bogna,female,1963-06-26,Koszalin,107670,Koszalin,107670,Business and administration professionals,"Board sports,Sculpting,Horseback riding",58,231,Married with kids,3,Visa
3593,0,Emiliana,female,1980-12-20,Grudziądz,95629,Niepołomice,12507,"Chief executives, senior officials and legislators","Crossfit,Drama",17,135,In relationship,6,Mastercard
3594,1,Diana,female,1988-08-25,Złotoryja,15783,Międzychód,10660,"Armed forces occupations, other ranks","Kettleballs,Weightlifting,scrapbook",32,186,Married,3,Visa
3595,0,August,male,1972-01-23,Łaziska Górne,22390,Sosnowiec,204013,Science and engineering associate professionals,Vehicle restoration,53,157,In relationship,3,American Express
3596,0,Anna,female,1962-11-21,Zelów,7665,Zelów,7665,Electrical and electronic trades workers,"Homebrewing,Slacklining",74,232,Married with kids,2,Visa
3597,0,Albert,male,1980-04-03,Gorzów Śląski,2451,Gorzów Śląski,2451,Assemblers,"Badminton,Table tennis",80,286,Married with kids,5,Visa
3598,0,Ida,female,1999-11-25,Zgorzelec,30738,Zgorzelec,30738,Market-oriented skilled agricultural workers,Geocaching,80,275,Single,1,Mastercard
3599,0,Halina,female,,Milanówek,16398,Milanówek,16398,Numerical and material recording clerks,"Rowing,Sculling,Soapmaking,Stone skipping",,277,Married with kids,4,Visa
3600,1,Idzi,male,1993-04-19,Nowy Tomyśl,14702,Ozorków,19685,Commissioned armed forces officers,"Crossfit,Kettleballs,Computer programming",33,254,Single,4,Visa
3601,1,Apoloniusz,,1968-09-13,Tarnów,109650,Tarnów,109650,Business and administration professionals,"Rowing,Cardio,Sudoku",53,164,Married,5,Mastercard
3602,0,Anastazja,female,1984-10-10,Piaseczno,47660,Zielona Góra,139819,"Armed forces occupations, other ranks","Sculling,Metalworking,Rappelling",13,297,In relationship,5,
3603,1,Fabian,male,1981-07-26,Dzierżoniów,33653,Dzierżoniów,33653,Personal service workers,"Shopping,Kite flying,Foreign language learning",25,148,Divorced,6,Visa
3604,0,Ernestyna,female,1998-07-08,Żagań,26148,Warszawa,1764615,Production and specialised services managers,"Kettleballs,Fishing,Sand art",12,285,In relationship,4,Visa
3605,0,Alberta,female,1967-06-06,Strzegom,16272,Warszawa,1764615,"Subsistence farmers, fishers, hunters and gatherers","Crossfit,Ghost hunting",73,183,In relationship,5,Visa
3606,1,Hubert,male,2000-01-10,Bydgoszcz,352313,Bydgoszcz,352313,Information and communications technicians,"Rowing,Baseball",48,218,Single,5,Mastercard
3607,0,Jagoda,,1972-05-23,Piaseczno,47660,Głogów,68179,"Market-oriented skilled forestry, fishery and hunting workers",Bodybuilding,82,197,Married,4,Visa
3608,0,Emiliana,female,1974-03-15,Żory,62243,Żory,62243,Information and communications technicians,"Cycling,Archery,Driving",20,159,In relationship,4,Visa
3609,0,Fryderyka,female,1989-11-18,Kraków,767348,Mielec,60628,"Subsistence farmers, fishers, hunters and gatherers","Stretching,Cardio,Slacklining",6,103,In relationship,4,
3610,1,Hubert,,1988-02-27,Międzyrzec Podlaski,16925,Międzyrzec Podlaski,16925,General and keyboard clerks,,50,230,Single,2,
3611,1,Bogumił,male,1983-06-23,Kalisz,101625,Głogów,68179,"Legal, social, cultural and related associate professionals","Squash,Inline skating",87,238,Married,3,Visa
3612,0,Bernadeta,female,1939-03-12,Konin,74834,Niepołomice,12507,"Market-oriented skilled forestry, fishery and hunting workers",,,0,Married,2,Mastercard
3613,0,Bronisław,male,,Gdańsk,464254,Tychy,128211,Production and specialised services managers,"Whittling,Netball",49,267,In relationship,4,Visa
3614,1,Aleksander,male,1983-07-23,Puck,11265,Puck,11265,Science and engineering professionals,"Rowing,Surfing",17,212,,2,Visa
3615,1,Arnolf,male,1999-08-26,Lębork,35413,Lębork,35413,Street and related sales and service workers,Crossfit,38,171,In relationship,1,Visa
3616,0,Bonawentura,,1986-01-26,Jasło,35445,Kraśnik,34821,Personal care workers,,33,170,,1,Visa
3617,0,Eryka,,1985-11-08,Zaklików,3017,Katowice,296262,Cleaners and helpers,"Squash,Flying disc,Glassblowing,Yo-yoing",52,240,In relationship,5,Revolut
3618,0,Eryk,male,1980-01-22,Kołobrzeg,46568,Kołobrzeg,46568,Handicraft and printing workers,"Power bike,Gym",96,272,Married with kids,1,Revolut
3619,0,Ernestyna,female,1978-10-16,Wolsztyn,13328,Kamienna Góra,19348,"Subsistence farmers, fishers, hunters and gatherers","Rappelling,Cooking",42,64,In relationship,3,Mastercard
3620,0,Benedykta,female,1967-06-17,Rzeszów,189662,Rzeszów,189662,Information and communications technicians,"Squash,Flower arranging",10,194,In relationship,5,Visa
3621,0,Cyryl,male,1982-08-13,Świętochłowice,50385,Świętochłowice,50385,Personal care workers,Gambling,75,232,In relationship,4,Visa
3622,0,Aneta,female,,Jaworzno,92090,Jaworzno,92090,Information and communications technology professionals,,31,189,In relationship,2,Mastercard
3623,1,Eulalia,female,,Zawiercie,49908,Zawiercie,49908,Non-commissioned armed forces officers,"Crossfit,Stretching,Polo,Brazilian jiu-jitsu",83,236,Married,2,Visa
3624,0,Gracjan,male,1972-08-27,Stalowa Wola,61903,Stalowa Wola,61903,Personal care workers,,77,117,Married with kids,5,
3625,1,Aurelian,male,1980-11-16,Słupsk,91465,Warszawa,1764615,Teaching professionals,"Crossfit,Foraging",51,236,In relationship,3,Mastercard
3626,1,August,male,2000-10-23,Gdańsk,464254,Solec Kujawski,15661,"Food processing, wood working, garment and other craft and related trades workers",,16,120,Single,4,
3627,0,Iwona,,1956-11-09,Racibórz,55189,Gorzów Wielkopolski,124295,"Legal, social, cultural and related associate professionals",,88,379,In relationship,3,Mastercard
3628,0,Filip,male,1982-07-01,Zielona Góra,139819,Gostyń,20182,Cleaners and helpers,,51,268,In relationship,6,Visa
3629,0,Iwo,male,2000-02-18,Orzysz,5615,Skarżysko-Kamienna,45953,"Labourers in mining, construction, manufacturing and transport","Mushroom hunting,Puzzles",20,83,In relationship,3,Visa
3630,0,Emilia,female,1972-08-21,Radom,214566,Poznań,538633,"Subsistence farmers, fishers, hunters and gatherers",Flag Football,,224,Divorced,4,Visa
3631,0,Eugeniusz,,1959-05-03,Ostrołęka,52451,Ostrołęka,52451,Protective services workers,"Gym,Skimboarding",32,166,Married with kids,3,Mastercard
3632,0,Halina,female,1978-10-20,Warszawa,1764615,Chorzów,109021,Science and engineering professionals,Singing,71,49,In relationship,5,
3633,0,Ilona,female,1954-12-20,Czarna Woda,2841,Czarna Woda,2841,Personal care workers,Flower arranging,55,268,In relationship,,Visa
3634,1,Ambroży,male,1996-05-08,Jaworzno,92090,Gdańsk,464254,Commissioned armed forces officers,,21,244,In relationship,5,Visa
3635,0,Amelia,female,1977-06-18,Tomaszów Mazowiecki,63238,Tomaszów Mazowiecki,63238,"Chief executives, senior officials and legislators",Dance,6,161,Single,2,Visa
3636,0,Arletta,female,1988-08-12,Olsztyn,173070,Olsztyn,173070,Assemblers,,24,161,Married,4,Mastercard
3637,0,Alicja,female,1984-11-22,Swarzędz,30739,Swarzędz,30739,Business and administration professionals,Lockpicking,72,211,Married,5,Visa
3638,0,Iwona,female,1958-05-23,Nowa Dęba,11215,Wieliczka,22946,"Metal, machinery and related trades workers",tabletop games,73,286,In relationship,2,Mastercard
3639,1,Arnolf,male,1974-04-23,Łódź,690422,Mińsk Mazowiecki,40399,Sales workers,"Weightlifting,Gym,Kettleballs",25,204,Married with kids,4,Mastercard
3640,0,Dominika,female,1966-02-20,Koło,22227,Dąbrowa Górnicza,121121,Health associate professionals,Lapidary,56,190,Married with kids,3,Visa
3641,0,Eliasz,male,1946-12-30,Zduńska Wola,42374,Zduńska Wola,42374,Protective services workers,,95,227,Single,1,Revolut
3642,1,Jagoda,,1979-09-12,Kórnik,7793,Kórnik,7793,"Food processing, wood working, garment and other craft and related trades workers",Squash,99,227,In relationship,2,Mastercard
3643,0,Benedykt,,1986-01-29,Kraków,767348,Bytów,16983,Science and engineering associate professionals,,0,388,Married,5,Mastercard
3644,0,Apollo,male,1987-09-03,Mosina,13762,Mosina,13762,Electrical and electronic trades workers,"Gym,Board games",26,167,Married,2,Visa
3645,0,Jacek,male,1963-01-16,Poznań,538633,Nowy Targ,33361,Business and administration associate professionals,Basketball,29,327,,,
3646,0,Arletta,female,1992-07-17,Bielsko-Biała,171505,Bielsko-Biała,171505,Personal care workers,"Backpacking,Homebrewing",79,287,Married with kids,2,Mastercard
3647,0,Diana,female,1968-10-21,Łódź,690422,Starachowice,49513,Market-oriented skilled agricultural workers,"Woodworking,Sketching,3D printing",85,178,In relationship,5,Mastercard
3648,0,Agata,female,1972-07-02,Wrocław,638586,Gdańsk,464254,"Labourers in mining, construction, manufacturing and transport",Jigsaw puzzles,37,176,Married with kids,1,Visa
3649,1,Eustachy,male,1989-12-31,Zamość,64354,Zamość,64354,Information and communications technicians,,56,245,In relationship,5,Visa
3650,0,Benedykta,female,2000-11-16,Rybnik,139129,Rybnik,139129,"Metal, machinery and related trades workers","Cardio,Woodworking",81,218,Married,3,Visa
3651,0,Hanna,female,1953-09-07,Pruszków,61237,Chełmno,19911,Customer services clerks,Gaming,64,288,Single,2,Mastercard
3652,0,Amadeusz,male,1997-05-21,Radom,214566,Radom,214566,Other clerical support workers,"Foraging,Blacksmithing",25,90,Married with kids,5,Mastercard
3653,0,Hieronim,male,1988-01-11,Wałbrzych,113621,Kraków,767348,"Legal, social and cultural professionals",,55,232,,5,Visa
3654,0,Izabela,female,,Suchowola,2196,Lublin,339850,Information and communications technology professionals,"Sewing,Roller skating,Machining",59,219,Married with kids,4,Revolut
3655,0,Franciszek,male,1983-06-03,Krzepice,4488,Przemyśl,61808,Numerical and material recording clerks,"Badminton,Nordic skating",70,168,In relationship,,Visa
3656,0,Adrian,male,1999-11-11,Ciechanów,44303,Ciechanów,44303,"Chief executives, senior officials and legislators","Water sports,Hiking",6,244,Married,4,Mastercard
3657,1,Bernardyna,female,1978-09-08,Białystok,297288,Kwidzyn,38553,Business and administration associate professionals,,4,144,Single,4,
3658,1,Bogumił,male,1985-05-17,Krosno,46600,Krosno,46600,Street and related sales and service workers,"Rowing,Lacemaking,Homebrewing,Hooping",63,206,Divorced,3,
3659,1,Filip,male,1993-02-08,Wrocław,638586,Zawiercie,49908,"Agricultural, forestry and fishery labourers","Fitness,Gym,Rowing,Kitesurfing,Sports",81,176,,3,American Express
3660,1,Hipolit,male,1976-08-17,Koszalin,107670,Mszczonów,6433,"Food processing, wood working, garment and other craft and related trades workers",Sculling,32,185,Single,4,Mastercard
3661,0,Angelina,,1959-06-02,Warszawa,1764615,Warszawa,1764615,Assemblers,Water sports,16,245,Married,1,Visa
3662,1,Izolda,female,1986-06-25,Solec Kujawski,15661,Solec Kujawski,15661,Business and administration associate professionals,"Cardio,Power bike,Rowing,Cooking",21,180,Single,4,Visa
3663,1,Bogusław,male,1976-04-14,Wrocław,638586,Wrocław,638586,"Labourers in mining, construction, manufacturing and transport","Kettleballs,Crossfit,Drama,Netball",72,235,In relationship,4,Visa
3664,0,Greta,female,1989-07-05,Wschowa,14084,Wschowa,14084,Teaching professionals,"Gym,Crossfit,Graffiti,Slacklining",74,204,Married with kids,6,Visa
3665,1,Adalbert,male,1948-03-24,Łask,17484,Łask,17484,"Chief executives, senior officials and legislators","Power bike,Model building,Stone skipping",4,134,Married,6,Mastercard
3666,0,Grażyna,female,1986-12-11,Poznań,538633,Bielsko-Biała,171505,Science and engineering associate professionals,"Kettleballs,Bodybuilding,Poi,Taxidermy,Rugby",55,179,In relationship,4,Mastercard
3667,0,Daria,female,1985-03-13,Grajewo,22049,Grajewo,22049,Science and engineering associate professionals,LARPing,47,242,,6,Visa
3668,0,Genowefa,female,1974-08-10,Krosno,46600,Jaworzno,92090,Teaching professionals,,4,275,Married,3,Mastercard
3669,0,Agata,female,1949-09-12,Wałbrzych,113621,Leśna,4532,Science and engineering associate professionals,"Polo,Scouting",59,181,In relationship,5,Visa
3670,1,Gustawa,female,,Braniewo,17074,Braniewo,17074,"Labourers in mining, construction, manufacturing and transport",Weightlifting,0,95,,4,Mastercard
3671,0,Izabela,female,1998-05-30,Poznań,538633,Poznań,538633,Protective services workers,"Gym,Rowing,Backpacking,Shooting,Knapping",,185,Single,1,Mastercard
3672,0,Balbina,female,1968-01-30,Łowicz,28704,Radom,214566,Refuse workers and other elementary workers,,44,330,Married with kids,5,Visa
3673,0,Henryka,female,1976-07-13,Warszawa,1764615,Ruda Śląska,138578,Science and engineering associate professionals,"Weightlifting,Community",65,161,Married,4,Mastercard
3674,1,Edward,male,1980-08-30,Kraków,767348,Kraków,767348,"Armed forces occupations, other ranks","Fitness,Bodybuilding,Basketball",80,270,Married with kids,6,Visa
3675,0,Emanuel,male,1968-11-17,Augustów,30270,Dąbrowa Górnicza,121121,General and keyboard clerks,Worldbuilding,6,273,Married with kids,3,Visa
3676,0,Henryk,male,1987-07-13,Gdańsk,464254,Brzesko,16884,"Legal, social and cultural professionals","Machining,Baseball",25,199,In relationship,4,Visa
